Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"EK","Tendances dans l’élevage","158","Chine, Taiwan Province de","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","1.3","E","Valeur estimée"
"EK","Tendances dans l’élevage","158","Chine, Taiwan Province de","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","37.95","E","Valeur estimée"
"EK","Tendances dans l’élevage","158","Chine, Taiwan Province de","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","39.15","E","Valeur estimée"
"EK","Tendances dans l’élevage","158","Chine, Taiwan Province de","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","39.52","E","Valeur estimée"
"EK","Tendances dans l’élevage","158","Chine, Taiwan Province de","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","39.83","E","Valeur estimée"
"EK","Tendances dans l’élevage","158","Chine, Taiwan Province de","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","40.69","E","Valeur estimée"
"EK","Tendances dans l’élevage","196","Chypre","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.24","E","Valeur estimée"
"EK","Tendances dans l’élevage","196","Chypre","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.21","E","Valeur estimée"
"EK","Tendances dans l’élevage","196","Chypre","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.22","E","Valeur estimée"
"EK","Tendances dans l’élevage","196","Chypre","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.22","E","Valeur estimée"
"EK","Tendances dans l’élevage","196","Chypre","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","13.09","E","Valeur estimée"
"EK","Tendances dans l’élevage","196","Chypre","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","12.26","E","Valeur estimée"
"EK","Tendances dans l’élevage","196","Chypre","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","13.97","E","Valeur estimée"
"EK","Tendances dans l’élevage","196","Chypre","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","13.38","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","7.97","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","7.78","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","7.76","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","7.9","E","Valeur estimée"
"EK","Tendances dans l’élevage","170","Colombie","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","8.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","11.34","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","11.48","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","11.48","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","11.51","E","Valeur estimée"
"EK","Tendances dans l’élevage","174","Comores","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","11.54","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","10.9","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","11.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","11.07","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","10.86","E","Valeur estimée"
"EK","Tendances dans l’élevage","178","Congo","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","10.92","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","17.47","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","16.78","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","16.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","15.54","E","Valeur estimée"
"EK","Tendances dans l’élevage","188","Costa Rica","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","17.3","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","35","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","34.95","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","34.65","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","34.9","E","Valeur estimée"
"EK","Tendances dans l’élevage","384","Côte d'Ivoire","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","35.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.07","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.07","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","12.54","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","13.35","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","15.4","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","16.93","E","Valeur estimée"
"EK","Tendances dans l’élevage","191","Croatie","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","17.19","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","7.89","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","6.64","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","6.6","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","8.81","E","Valeur estimée"
"EK","Tendances dans l’élevage","192","Cuba","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","8.37","E","Valeur estimée"
"EK","Tendances dans l’élevage","208","Danemark","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.07","E","Valeur estimée"
"EK","Tendances dans l’élevage","208","Danemark","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","208","Danemark","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.07","E","Valeur estimée"
"EK","Tendances dans l’élevage","208","Danemark","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.09","E","Valeur estimée"
"EK","Tendances dans l’élevage","208","Danemark","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","3.78","E","Valeur estimée"
"EK","Tendances dans l’élevage","208","Danemark","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","4.39","E","Valeur estimée"
"EK","Tendances dans l’élevage","208","Danemark","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","4.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","208","Danemark","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","4.68","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","15.22","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","15.1","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","15.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","15","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","14.95","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.4","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.42","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.43","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.44","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.42","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","16.25","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","18.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","19.34","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","30.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","29.66","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.15","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.15","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.15","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","17.73","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","18.73","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","21.27","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","22.35","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","22.18","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.62","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.63","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.64","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.64","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.63","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","21.87","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","21.96","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","21.96","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","22.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","21.63","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.29","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.29","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.29","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.3","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.29","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","31.74","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","31.67","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","31.85","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","30.95","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","31.2","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","0.75","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","0.72","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","0.7","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","0.68","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","0.67","E","Valeur estimée"
"EK","Tendances dans l’élevage","724","Espagne","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","724","Espagne","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","724","Espagne","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","8.33","E","Valeur estimée"
"EK","Tendances dans l’élevage","724","Espagne","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","8.12","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","8.26","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","8.54","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","8.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","8","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","7.8","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","9.52","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","9.91","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7211","Part du total des animaux","02151","Poulets","2018","2018","% du total des UGB","9.82","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7211","Part du total des animaux","02151","Poulets","2019","2019","% du total des UGB","9.84","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7211","Part du total des animaux","02151","Poulets","2020","2020","% du total des UGB","9.89","E","Valeur estimée"
"EK","Tendances dans l’élevage","231","Éthiopie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2016","2016","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","231","Éthiopie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","231","Éthiopie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2018","2018","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","231","Éthiopie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2019","2019","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","231","Éthiopie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2020","2020","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","231","Éthiopie","7211","Part du total des animaux","02151","Poulets","2016","2016","% du total des UGB","1.45","E","Valeur estimée"
